source_class,source_file_name,source_relative_path,assigned_categories,image_width,image_height,is_healthy_class,leaf_area_ratio,leaf_component_count,largest_leaf_component_ratio,leaf_bbox_fill_ratio,disease_ratio,largest_disease_component_ratio,disease_component_count,background_color_std,background_edge_density,background_entropy,background_complexity_score,simple_background_score,border_touch_ratio,convexity_defect_score,bbox_fill_ratio,occlusion_score,healthy_score,small_disease_score,large_disease_score,multiple_leaves_score
Potato___Late_blight,dcf61d08-eda8-41c1-9293-43895d68b426___RS_LB 4372.JPG,Potato___Late_blight/dcf61d08-eda8-41c1-9293-43895d68b426___RS_LB 4372.JPG,,256,256,False,0.37457275390625,1,0.37457275390625,0.5360447870318147,0.21015968714355548,0.12404269186899136,3,38.0119514465332,0.047526105201522395,6.994552361768535,0.47114043295617014,0.5288595670438299,0.35,0.1331768203084095,0.5360447870318147,0.2969029297015804,0.4873248807101766,-1.0526614523925917,0.18432458856118622,1.0936431884765625
Potato___Late_blight,dcfa79c3-b0d0-4dd0-9796-5d529948b88e___RS_LB 5437.JPG,Potato___Late_blight/dcfa79c3-b0d0-4dd0-9796-5d529948b88e___RS_LB 5437.JPG,,256,256,False,0.5382080078125,1,0.5382080078125,0.6231557377049181,0.13024495350419596,0.10620322068496257,5,32.44389724731445,0.12519825535289453,6.560381416442972,0.4540324799898826,0.5459675200101174,0.35,0.14098155289725134,0.6231557377049181,0.28221239597305436,0.5941515465934584,0.5792507749300673,0.12303243365842594,1.134552001953125
Potato___Late_blight,dd08ad51-110b-4de0-bfbb-862e53a6165c___RS_LB 4542.JPG,Potato___Late_blight/dd08ad51-110b-4de0-bfbb-862e53a6165c___RS_LB 4542.JPG,,256,256,False,0.3928680419921875,1,0.3928680419921875,0.6038341588699321,0.1525614634714724,0.04718996387928691,6,38.48452377319336,0.2057603860363417,6.782657191428074,0.6070941473321968,0.3929058526678032,0.35,0.08477286156198949,0.6038341588699321,0.2664036697727099,0.49107418280038073,0.3573089421421265,0.12095001359381675,1.0982170104980469
Potato___Late_blight,dd36e5d1-434f-41ce-8f7b-6528e9adc77d___RS_LB 4060.JPG,Potato___Late_blight/dd36e5d1-434f-41ce-8f7b-6528e9adc77d___RS_LB 4060.JPG,,256,256,False,0.443023681640625,1,0.443023681640625,0.6563465135499587,0.04408624371426603,0.03299579802989598,3,25.078536987304688,0.042299052106733875,6.415513849814458,0.30119162576306985,0.6988083742369302,0.0,0.04177118724795992,0.6563465135499587,0.08335061282679425,0.5988003356017304,1.1847707285711004,0.04075911000895502,1.1107559204101562
Potato___Late_blight,dd55ba8d-a425-4b06-9996-bbf315d71e6e___RS_LB 2737.JPG,Potato___Late_blight/dd55ba8d-a425-4b06-9996-bbf315d71e6e___RS_LB 2737.JPG,,256,256,False,0.388641357421875,1,0.388641357421875,0.5059005415690867,0.32410679230467215,0.3195916764821358,2,37.49525833129883,0.2366345529875705,6.865224203117734,0.6444224362679203,0.3555775637320797,0.35,0.1676049129989765,0.5059005415690867,0.31498161123582447,0.4400685797480642,-3.1017798717445366,0.32275225755791126,1.0971603393554688
Potato___Late_blight,dd730e05-5196-46f4-9e7b-0c01a9fdaa1b___RS_LB 3321.JPG,Potato___Late_blight/dd730e05-5196-46f4-9e7b-0c01a9fdaa1b___RS_LB 3321.JPG,,256,256,False,0.42431640625,1,0.42431640625,0.6500923645320197,0.01887945914844649,0.0065089182968929805,3,59.50750732421875,0.12685538592027143,7.062040834127757,0.6988928498615112,0.30110715013848877,0.0,0.17825709495868758,0.6500923645320197,0.13237151032913672,0.5117989580583581,0.7646576524741082,0.015168296892980436,1.1060791015625
Potato___Late_blight,dd9b9122-fd29-4986-9dc3-330d4a48ccc3___RS_LB 5290.JPG,Potato___Late_blight/dd9b9122-fd29-4986-9dc3-330d4a48ccc3___RS_LB 5290.JPG,,256,256,False,0.5459442138671875,1,0.5459442138671875,0.6589439655172413,0.08991307750356355,0.0415047933145141,6,36.29860305786133,0.1189636052021373,6.7325472088444265,0.4965907043682229,0.503409295631777,0.0,0.050428976280135096,0.6589439655172413,0.08586134859459901,0.6021014389955437,1.4014487082739406,0.07539059224684871,1.1364860534667969
Potato___Late_blight,de0ae213-3479-4f07-b7f8-d59607a2caa8___RS_LB 2528.JPG,Potato___Late_blight/de0ae213-3479-4f07-b7f8-d59607a2caa8___RS_LB 2528.JPG,,256,256,False,0.465179443359375,1,0.465179443359375,0.5760015334483419,0.14993767631043758,0.07524765466115595,6,31.710912704467773,0.1336376604850214,6.68057071592208,0.47521568707589945,0.5247843129241005,0.0,0.10188589019396876,0.5760015334483419,0.12045975487822068,0.5432942278275806,0.40103872815937347,0.12753066981565309,1.1162948608398438
Potato___Late_blight,de282779-9d54-4b8f-8292-e06c3e020e16___RS_LB 3971.JPG,Potato___Late_blight/de282779-9d54-4b8f-8292-e06c3e020e16___RS_LB 3971.JPG,,256,256,False,0.4750213623046875,1,0.4750213623046875,0.6766020217796868,0.0262760592335614,0.008608782242780508,4,34.231544494628906,0.11175701206220026,6.185289938612243,0.398050617439505,0.601949382560495,0.0,0.06657289500067332,0.6766020217796868,0.08798010889429832,0.6006723890707739,1.0379343205593567,0.02097587613632713,1.1187553405761719
Potato___Late_blight,de54e40d-4c5f-48d9-9b6d-bc96bde09898___RS_LB 4086.JPG,Potato___Late_blight/de54e40d-4c5f-48d9-9b6d-bc96bde09898___RS_LB 4086.JPG,,256,256,False,0.5180206298828125,1,0.5180206298828125,0.6796536796536796,0.0583522342337035,0.03422781230669534,4,24.57171058654785,0.04109285465539621,6.500207122970918,0.30880441517749646,0.6911955848225035,0.35,0.04265602607693819,0.6796536796536796,0.23649887319619245,0.635426596901816,1.5725372372283917,0.05111490765560105,1.1295051574707031
Potato___Late_blight,de63bbba-d8d0-4e74-95d7-6d5adfcd0955___RS_LB 3222.JPG,Potato___Late_blight/de63bbba-d8d0-4e74-95d7-6d5adfcd0955___RS_LB 3222.JPG,,256,256,False,0.39862060546875,1,0.39862060546875,0.594304638600703,0.21126167508804164,0.11862655029857602,6,43.36579513549805,0.20021820765249163,6.991749717590097,0.6621404624988416,0.3378595375011584,0.0,0.15089196845570785,0.594304638600703,0.13395126123935713,0.4744011721025408,-0.6210279181340277,0.18347113765120193,1.0996551513671875
Potato___Late_blight,def9c9e1-fd12-44d9-92ae-18c5ff0f52da___RS_LB 2605.JPG,Potato___Late_blight/def9c9e1-fd12-44d9-92ae-18c5ff0f52da___RS_LB 2605.JPG,,256,256,False,0.40679931640625,1,0.40679931640625,0.6075709710922624,0.12430607651912978,0.10195048762190548,5,37.07563781738281,0.10250540179030765,6.895703098768083,0.5078029377806544,0.49219706221934556,0.0,0.06312663697178988,0.6075709710922624,0.10058012872167398,0.5209612399478343,0.6782320580145036,0.11759939984996248,1.1016998291015625
Potato___Late_blight,df0f75cf-febd-4fde-84a0-7c4da9f97fd2___RS_LB 2534.JPG,Potato___Late_blight/df0f75cf-febd-4fde-84a0-7c4da9f97fd2___RS_LB 2534.JPG,,256,256,False,0.41485595703125,1,0.4033355712890625,0.6535276867345179,0.029351184346035016,0.015116963366190967,3,41.943931579589844,0.18394701157817878,6.945094097672908,0.6296951531944025,0.3703048468055975,0.35,0.15149818426146633,0.6535276867345179,0.27981882714460965,0.521192953274208,0.9391864057672502,0.0250809180520818,1.1008338928222656
Potato___Late_blight,df40ffa7-8efd-4720-8786-a30b9011dcfc___RS_LB 4150.JPG,Potato___Late_blight/df40ffa7-8efd-4720-8786-a30b9011dcfc___RS_LB 4150.JPG,,256,256,False,0.5018463134765625,1,0.5018463134765625,0.7374886775362319,0.038006628355985284,0.015932378606829032,3,20.72144889831543,0.08380555640640794,6.236900874520866,0.2908973443378955,0.7091026556621045,0.0,0.022085097438669155,0.7374886775362319,0.06023204859628782,0.6482228787453335,1.083443805933088,0.03138435343123841,1.1254615783691406
Potato___Late_blight,df5eb1ff-9261-45ab-ae3f-bf942cdf1a72___RS_LB 2947.JPG,Potato___Late_blight/df5eb1ff-9261-45ab-ae3f-bf942cdf1a72___RS_LB 2947.JPG,,256,256,False,0.4449310302734375,1,0.4449310302734375,0.6173617453069508,0.05171645118145341,0.020233890051099147,5,47.538787841796875,0.10732055969431234,7.067954703678515,0.6036812171895831,0.3963187828104169,0.0,0.21494470896398665,0.6173617453069508,0.1517582990760052,0.5286515113937227,1.6119408530242234,0.042271682842347134,1.1112327575683594
Potato___Late_blight,df60df5b-a619-4b38-926d-6372c0f6329a___RS_LB 5308.JPG,Potato___Late_blight/df60df5b-a619-4b38-926d-6372c0f6329a___RS_LB 5308.JPG,,256,256,False,0.4580078125,1,0.4580078125,0.5781955736224029,0.07985740938166311,0.040245202558635396,4,40.68619918823242,0.15748873873873873,7.13222330874562,0.6211074775404172,0.3788925224595828,0.35,0.1481332575452995,0.5781955736224029,0.29370752541637424,0.5184451725843511,1.2690431769722816,0.0679737473347548,1.114501953125
Potato___Late_blight,df6898c4-f3a1-4ff2-8f44-3bc45a8d4ec5___RS_LB 3316.JPG,Potato___Late_blight/df6898c4-f3a1-4ff2-8f44-3bc45a8d4ec5___RS_LB 3316.JPG,,256,256,False,0.455230712890625,1,0.455230712890625,0.6392266747446772,0.036468458805389826,0.025742441509686933,3,51.845794677734375,0.13632289507590611,6.9218825897863,0.6400839554237057,0.35991604457629434,0.0,0.05232007955475004,0.6392266747446772,0.09046669289522707,0.5329968525216705,1.0578076467564972,0.033250653616678956,1.1138076782226562
Potato___Late_blight,df919a28-9f11-42f6-823c-15f70bf1325e___RS_LB 4936.JPG,Potato___Late_blight/df919a28-9f11-42f6-823c-15f70bf1325e___RS_LB 4936.JPG,,256,256,False,0.4497222900390625,1,0.4497222900390625,0.5988162057352792,0.03152037458012418,0.011841346316968072,5,26.42448616027832,0.11590827163574854,6.250747370316877,0.3621439932267476,0.6378560067732524,0.0,0.07128612579532145,0.5988162057352792,0.1051869028813067,0.576498245848036,1.2753395763354032,0.025616666101177347,1.1124305725097656
Potato___Late_blight,dfa65276-0450-4a57-ba94-25384d378f22___RS_LB 4065.JPG,Potato___Late_blight/dfa65276-0450-4a57-ba94-25384d378f22___RS_LB 4065.JPG,,256,256,False,0.47998046875,1,0.47998046875,0.6621425653594771,0.005150050864699898,0.005150050864699898,1,21.392335891723633,0.04143192488262911,6.307141627597403,0.26147172602959756,0.7385282739704024,0.35,0.026427616859618253,0.6621425653594771,0.23432115282897098,0.6287175019849798,0.23583418107833162,0.005150050864699898,1.1199951171875
Potato___Late_blight,e01f9ba8-74b9-48d8-b96c-ac48463a4d29___RS_LB 2857.JPG,Potato___Late_blight/e01f9ba8-74b9-48d8-b96c-ac48463a4d29___RS_LB 2857.JPG,,256,256,False,0.503204345703125,1,0.503204345703125,0.6648085781752022,0.0924858996907029,0.022469525137970767,8,30.713829040527344,0.08498679280054057,6.655062121286994,0.41509152586179476,0.5849084741382052,0.0,0.04449544474580991,0.6648085781752022,0.08261169002599301,0.6003772049687776,1.358568338488285,0.07148098732488326,1.1258010864257812
Potato___Late_blight,e0460bd7-100c-411f-ae0b-f69bfe360313___RS_LB 5310.JPG,Potato___Late_blight/e0460bd7-100c-411f-ae0b-f69bfe360313___RS_LB 5310.JPG,,256,256,False,0.5028839111328125,1,0.5028839111328125,0.6422607022607023,0.06905968383044574,0.03316442637375975,4,38.17772674560547,0.1485619570889223,6.876300461855758,0.559517011633825,0.44048298836617505,0.0,0.14204019738871188,0.6422607022607023,0.1212619286339087,0.5680535648651317,1.449005269492571,0.05829110659343994,1.1257209777832031
Potato___Late_blight,e08c2b56-3a54-4fcc-b814-85c55020278b___RS_LB 3991.JPG,Potato___Late_blight/e08c2b56-3a54-4fcc-b814-85c55020278b___RS_LB 3991.JPG,,256,256,False,0.564483642578125,1,0.564483642578125,0.7140396293989412,0.045764177974806725,0.015678218089419906,5,24.765771865844727,0.07756989699390372,5.870942276426916,0.2579599518182134,0.7420400481817866,0.35,0.028958269915428048,0.7140396293989412,0.2248274685906116,0.6763591383487683,1.5127362995801121,0.03673839000919068,1.1411209106445312
Potato___Late_blight,e0a085c0-20e4-4e36-87db-49f0b58fa349___RS_LB 4324.JPG,Potato___Late_blight/e0a085c0-20e4-4e36-87db-49f0b58fa349___RS_LB 4324.JPG,,256,256,False,0.3932037353515625,1,0.3932037353515625,0.6091017964071856,0.10997710427257558,0.03876751135084792,5,35.463314056396484,0.3198883496366334,7.119947487594283,0.7536836519513099,0.24631634804869007,0.35,0.13448938958187973,0.6091017964071856,0.28275092707222077,0.46748268919248004,0.9170482621237402,0.08861422639605727,1.0983009338378906
Potato___Late_blight,e0a559bf-6345-4c5a-8b42-5545b52a2f1b___RS_LB 5456.JPG,Potato___Late_blight/e0a559bf-6345-4c5a-8b42-5545b52a2f1b___RS_LB 5456.JPG,small_diseased_regions,256,256,False,0.5335235595703125,1,0.5335235595703125,0.6371831554234988,0.05451165451165451,0.018361218361218363,6,29.829275131225586,0.14219358215302083,6.614722062904573,0.46271825001065725,0.5372817499893427,0.0,0.046049289489943024,0.6371831554234988,0.0886806202367803,0.6013865752092185,1.8085275751942418,0.04366652366652367,1.1333808898925781
Potato___Late_blight,e0c879c8-ebf3-43d0-9693-7a747fb5ba75___RS_LB 3956.JPG,Potato___Late_blight/e0c879c8-ebf3-43d0-9693-7a747fb5ba75___RS_LB 3956.JPG,,256,256,False,0.5040740966796875,1,0.5040740966796875,0.6691610791826309,0.12589677614651126,0.052974118359315876,6,35.36977767944336,0.12048860035075844,6.222772672691469,0.41961543366005916,0.5803845663399408,0.41687387835412654,0.08153930430019174,0.6691610791826309,0.28229978592789784,0.5976108489548542,0.8017203975581455,0.10401997881035263,1.1260185241699219
Potato___Late_blight,e0d0ea5a-242d-4d1c-9df1-0cc592d75e48___RS_LB 3011.JPG,Potato___Late_blight/e0d0ea5a-242d-4d1c-9df1-0cc592d75e48___RS_LB 3011.JPG,,256,256,False,0.519561767578125,1,0.519561767578125,0.6616586191639574,0.12572687224669604,0.10187958883994126,4,36.64229965209961,0.14952677380423046,6.694385334335497,0.5248455479991977,0.4751544520008023,0.0,0.029130324328901724,0.6616586191639574,0.07786388968232413,0.5816756533766365,0.5045521292217324,0.1185726872246696,1.1298904418945312
Potato___Late_blight,e0e15d89-8c3b-43f5-8617-136b720e39cd___RS_LB 2668.JPG,Potato___Late_blight/e0e15d89-8c3b-43f5-8617-136b720e39cd___RS_LB 2668.JPG,,256,256,False,0.3961639404296875,1,0.3961639404296875,0.5775462962962963,0.24234487539960714,0.20398259060971383,5,41.45880126953125,0.1695600535718798,7.032193639788469,0.6241976752985916,0.3758023247014084,0.0,0.1922774704551169,0.5775462962962963,0.15178785540003165,0.4735863246677544,-1.2890812566601193,0.23083618996263916,1.0990409851074219
Potato___Late_blight,e10ce839-9da1-4f23-9b5e-c5483f6eabbd___RS_LB 5328.JPG,Potato___Late_blight/e10ce839-9da1-4f23-9b5e-c5483f6eabbd___RS_LB 5328.JPG,,256,256,False,0.4447784423828125,1,0.4447784423828125,0.6060430793777423,0.026210161583587775,0.012007272976774503,3,41.69630813598633,0.06532552834803639,6.748149962197072,0.4777427743073973,0.5222572256926027,0.0,0.0882851527925711,0.6060430793777423,0.10969118760185144,0.553491497896863,0.8868360263931295,0.021949295001543793,1.1111946105957031
Potato___Late_blight,e1197d2d-980a-45b1-9ab1-5b7cc36660bc___RS_LB 3885.JPG,Potato___Late_blight/e1197d2d-980a-45b1-9ab1-5b7cc36660bc___RS_LB 3885.JPG,,256,256,False,0.529876708984375,1,0.529876708984375,0.7037803079947575,0.16791453089903818,0.1017681276277141,5,36.82206726074219,0.07990912041544954,6.078469433127786,0.3664175522176035,0.6335824477823965,0.0,0.054422891732012646,0.7037803079947575,0.07829195050725292,0.6243146325082336,-0.048575514983969725,0.14807060991764096,1.1324691772460938
Potato___Late_blight,e12ede80-8428-4424-b95d-5d3267d112a8___RS_LB 3079.JPG,Potato___Late_blight/e12ede80-8428-4424-b95d-5d3267d112a8___RS_LB 3079.JPG,,256,256,False,0.3924102783203125,1,0.3924102783203125,0.49700277888050814,0.20511723762491738,0.12758097756347941,9,47.42964553833008,0.17356036063185917,7.106410435653588,0.6767705765884944,0.3232294234115056,0.0,0.27517730496453896,0.49700277888050814,0.19691150096148702,0.44496948088407706,-0.5186206270819564,0.181856359606486,1.0981025695800781
Potato___Late_blight,e19d0007-3013-419d-a46a-0b1919f05cc4___RS_LB 4057.JPG,Potato___Late_blight/e19d0007-3013-419d-a46a-0b1919f05cc4___RS_LB 4057.JPG,,256,256,False,0.522308349609375,1,0.522308349609375,0.6476641829205931,0.050073035349108966,0.023283669295939235,6,29.531036376953125,0.05826359164377436,6.201760728268385,0.3154273659404376,0.6845726340595624,0.35,0.07096731940533108,0.6476641829205931,0.25280572520774724,0.6288620263313687,1.734550589151816,0.04203622553315804,1.1305770874023438
Potato___Late_blight,e231f522-dd72-4fbd-94b4-5b4d7b935269___RS_LB 4131.JPG,Potato___Late_blight/e231f522-dd72-4fbd-94b4-5b4d7b935269___RS_LB 4131.JPG,,256,256,False,0.40386962890625,1,0.40386962890625,0.6154087611607143,0.08081456853559014,0.05062717243463805,6,22.726232528686523,0.03629568956690898,6.233465143480379,0.25413508659649364,0.7458649134035064,0.0,0.0311865151265579,0.6154087611607143,0.08783352806215242,0.5766850491251334,1.5530905244068307,0.07175834970530451,1.1009674072265625
Potato___Late_blight,e2326741-ee59-4e3c-86bf-9e81ccf50b6b___RS_LB 4147.JPG,Potato___Late_blight/e2326741-ee59-4e3c-86bf-9e81ccf50b6b___RS_LB 4147.JPG,,256,256,False,0.582550048828125,1,0.582550048828125,0.7280441810344828,0.03902771229503903,0.027921839803027922,3,25.11387825012207,0.08070765406827984,6.436917988561344,0.3440699957934005,0.6559300042065995,0.35,0.029311782438586342,0.7280441810344828,0.22215028764660866,0.671441796843093,1.1004618715839838,0.03569595054743569,1.1456375122070312
Potato___Late_blight,e25a378e-0aa3-4ac6-b0b1-281a500b9502___RS_LB 4835.JPG,Potato___Late_blight/e25a378e-0aa3-4ac6-b0b1-281a500b9502___RS_LB 4835.JPG,,256,256,False,0.5297698974609375,1,0.5297698974609375,0.7086775234049248,0.004233992914542469,0.004233992914542469,1,32.16192626953125,0.17970600642502516,6.5106215314463025,0.5013555145532016,0.4986444854467984,0.0,0.04070711642395042,0.7086775234049248,0.07251198606739769,0.6148713325065586,0.22056654857570776,0.004233992914542469,1.1324424743652344
Potato___Late_blight,e25e57fb-41d5-4f46-92f7-ce841bd97374___RS_LB 5448.JPG,Potato___Late_blight/e25e57fb-41d5-4f46-92f7-ce841bd97374___RS_LB 5448.JPG,,256,256,False,0.553253173828125,1,0.553253173828125,0.6309449038696395,0.12901980252633902,0.09471013293617961,7,33.884437561035156,0.09498599631122344,6.592949978420524,0.43665883747044126,0.5633411625295588,0.35,0.13767779009740455,0.6309449038696395,0.2794982457601637,0.6064664064433439,0.7496699578943495,0.11872690164929119,1.1383132934570312
Potato___Late_blight,e26ad557-11c8-44fd-aad1-dea51c613742___RS_LB 5115.JPG,Potato___Late_blight/e26ad557-11c8-44fd-aad1-dea51c613742___RS_LB 5115.JPG,,256,256,False,0.3848114013671875,1,0.3848114013671875,0.5618575783972125,0.08422221341052381,0.05135017248899639,4,50.376068115234375,0.1156584071235459,7.216938571880996,0.6515082125244277,0.3484917874755723,0.0,0.15384615384615385,0.5618575783972125,0.14147463816671135,0.47490566136859963,1.1962964431579364,0.07436060113406558,1.0962028503417969
Potato___Late_blight,e28b4ead-09f5-4e34-a162-0e0268f53763___RS_LB 2583.JPG,Potato___Late_blight/e28b4ead-09f5-4e34-a162-0e0268f53763___RS_LB 2583.JPG,,256,256,False,0.4643096923828125,1,0.4643096923828125,0.6293265221017514,0.12961319793617931,0.056985112885734004,6,39.457496643066406,0.10920898966018174,6.508384695464344,0.4746187789279785,0.5253812210720215,0.0,0.08184528336324648,0.6293265221017514,0.10278054475678598,0.5583859165184899,0.7397800343970113,0.10782477242104571,1.1160774230957031
Potato___Late_blight,e2ce6696-9f6e-445c-a6c6-c765d659447a___RS_LB 4960.JPG,Potato___Late_blight/e2ce6696-9f6e-445c-a6c6-c765d659447a___RS_LB 4960.JPG,,256,256,False,0.5010833740234375,1,0.5010833740234375,0.6185244948120907,0.03617649745729164,0.03617649745729164,1,42.46504211425781,0.14083860904670154,6.732210984899675,0.5582091615434874,0.44179083845651257,0.35,0.05609242795172442,0.6185244948120907,0.2534274508206854,0.5648591599591429,0.752941624288194,0.03617649745729164,1.1252708435058594
Potato___Late_blight,e2d4d58b-8754-4c63-b888-8355ddbcb989___RS_LB 4863.JPG,Potato___Late_blight/e2d4d58b-8754-4c63-b888-8355ddbcb989___RS_LB 4863.JPG,,256,256,False,0.540863037109375,1,0.540863037109375,0.6594509948415622,0.049596569429554815,0.014783050273655701,5,25.540115356445312,0.06427384513127285,6.292807189730462,0.3092886546920163,0.6907113453079837,0.0,0.03494109083065977,0.6594509948415622,0.08033918282241848,0.6414337275282507,1.5766094904925803,0.03915251368278508,1.1352157592773438
Potato___Late_blight,e36ccebd-29c6-466d-b46f-41fa38f6e9c0___RS_LB 5047.JPG,Potato___Late_blight/e36ccebd-29c6-466d-b46f-41fa38f6e9c0___RS_LB 5047.JPG,,256,256,False,0.444000244140625,1,0.444000244140625,0.6393594551489288,0.0,0.0,0,32.47556686401367,0.13131895274164335,6.642748745959073,0.47228403105095257,0.5277159689490474,0.0,0.07401048820077416,0.6393594551489288,0.09803177984048521,0.5651831674403229,0.0,0.0,1.1110000610351562
Potato___Late_blight,e3d4df7f-f184-453e-8a99-3cb0de5a2488___RS_LB 3959.JPG,Potato___Late_blight/e3d4df7f-f184-453e-8a99-3cb0de5a2488___RS_LB 3959.JPG,,256,256,False,0.4399566650390625,1,0.4399566650390625,0.6550776637296757,0.06839385426421114,0.046821350535844346,5,29.44395637512207,0.0816826962373648,6.129017041979857,0.32865483048267363,0.6713451695173264,0.0,0.053156745934058725,0.6550776637296757,0.08758932833098541,0.5891795636770412,1.6101024289298143,0.0619221031457011,1.1099891662597656
Potato___Late_blight,e40a1e10-fca8-4831-b124-48bc07f92eb1___RS_LB 2897.JPG,Potato___Late_blight/e40a1e10-fca8-4831-b124-48bc07f92eb1___RS_LB 2897.JPG,,256,256,False,0.4089813232421875,1,0.4089813232421875,0.5251718983557548,0.192142670596575,0.14002163936872739,5,38.15413284301758,0.10768595254692381,6.918992535860648,0.5233044201659784,0.47669557983402155,0.0,0.16641359020594093,0.5251718983557548,0.15321037690092837,0.49145941895506995,-0.45237784327624997,0.17650636122822072,1.1022453308105469
Potato___Late_blight,e439b96c-2ff6-4d53-b8f0-1ed720536b0c___RS_LB 4449.JPG,Potato___Late_blight/e439b96c-2ff6-4d53-b8f0-1ed720536b0c___RS_LB 4449.JPG,,256,256,False,0.5072479248046875,1,0.5072479248046875,0.6594150641025641,0.03333032518124116,0.012423668140661192,4,39.7155876159668,0.1234942557210541,7.145306665259691,0.5817639759150083,0.4182360240849917,0.0,0.10164426553865047,0.6594150641025641,0.10369248011801484,0.5734295044866247,1.1555054196873527,0.02705832806906717,1.1268119812011719
Potato___Late_blight,e465af98-028c-4222-b300-d9688b613d89___RS_LB 5137.JPG,Potato___Late_blight/e465af98-028c-4222-b300-d9688b613d89___RS_LB 5137.JPG,,256,256,False,0.43524169921875,1,0.43524169921875,0.6143133462282399,0.13143317907726826,0.04406815313420278,10,32.95708084106445,0.10845131308764724,6.697498927106624,0.4595623373387604,0.5404376626612396,0.0,0.08043034348236877,0.6143133462282399,0.1052879509731811,0.5443813158300186,0.7094470153788621,0.10522367129434862,1.1088104248046875
Potato___Late_blight,e4735c8f-e6da-46a1-b0fe-b1d2355a1bd4___RS_LB 2796.JPG,Potato___Late_blight/e4735c8f-e6da-46a1-b0fe-b1d2355a1bd4___RS_LB 2796.JPG,,256,256,False,0.3953094482421875,1,0.3953094482421875,0.5329368334700574,0.08966688539776894,0.063110356274366,4,40.89488220214844,0.18650483231976583,6.934314787118994,0.6241425845327876,0.3758574154672124,0.0,0.17771027150180363,0.5329368334700574,0.1556112283316198,0.47732825463016426,1.105551910037184,0.08169992666074806,1.0988273620605469
Potato___Late_blight,e47b3a9a-24ea-460a-8a8f-4fc9814a072e___RS_LB 3314.JPG,Potato___Late_blight/e47b3a9a-24ea-460a-8a8f-4fc9814a072e___RS_LB 3314.JPG,,256,256,False,0.53216552734375,1,0.53216552734375,0.680228429399929,0.3128225713958023,0.12902855832090837,5,42.632869720458984,0.1863666014350946,7.073614648293699,0.6548772714608697,0.3451227285391303,0.0,0.06062545969653221,0.680228429399929,0.08517322501380048,0.5472738832229156,-2.463709523263371,0.25768436747333406,1.1330413818359375
Potato___Late_blight,e48ffe4c-d920-4559-83ab-62d9d881d787___RS_LB 4129.JPG,Potato___Late_blight/e48ffe4c-d920-4559-83ab-62d9d881d787___RS_LB 4129.JPG,,256,256,False,0.458587646484375,1,0.458587646484375,0.7196124696124696,0.03799826978106076,0.018965861449391094,4,29.70628547668457,0.04047122484640099,6.3330552623226595,0.3169059840637116,0.6830940159362884,0.0,0.042281889838707065,0.7196124696124696,0.07087616752105355,0.6190865345302379,1.2333044963510127,0.03228854728155986,1.1146469116210938
Potato___Late_blight,e4a264b9-fbae-4f38-86ce-d0a7d70e92e1___RS_LB 5211.JPG,Potato___Late_blight/e4a264b9-fbae-4f38-86ce-d0a7d70e92e1___RS_LB 5211.JPG,,256,256,False,0.516021728515625,1,0.516021728515625,0.6656727287041411,0.01682535927612514,0.0062097108048968005,3,26.94646453857422,0.10798284885553944,6.704538581352818,0.42196013854792447,0.5780398614520755,0.0,0.03543520419803792,0.6656727287041411,0.07926777572848506,0.6125533963708691,0.7304226546020857,0.013640664734756638,1.1290054321289062
Potato___Late_blight,e4d454e4-c1e4-4597-8e76-77a93465b41d___RS_LB 2868.JPG,Potato___Late_blight/e4d454e4-c1e4-4597-8e76-77a93465b41d___RS_LB 2868.JPG,,256,256,False,0.4865875244140625,1,0.4865875244140625,0.6090482287665386,0.06691962745774405,0.0283796920568221,4,39.8829231262207,0.1393289149106904,7.013496569461406,0.5803661139353803,0.4196338860646197,0.35,0.16488661302121432,0.6090482287665386,0.2934006688041173,0.5484612576451124,1.4846728757042658,0.05535764683746746,1.1216468811035156
Potato___Late_blight,e575421c-a9d4-4c0e-8027-b12fca1e3ac9___RS_LB 2806.JPG,Potato___Late_blight/e575421c-a9d4-4c0e-8027-b12fca1e3ac9___RS_LB 2806.JPG,partial_occlusions,256,256,False,0.5348663330078125,1,0.5348663330078125,0.5840782594029347,0.015519356403160928,0.015519356403160928,1,46.98695755004883,0.2016861857428731,7.1856742632037225,0.7142609085755827,0.28573909142441734,0.5730098503898179,0.10158124813532055,0.5840782594029347,0.3765922176421933,0.5423052973488167,0.40865594005268213,0.015519356403160926,1.1337165832519531
Potato___Late_blight,e6d7f5aa-d176-4e43-9e0c-afc2901442f6___RS_LB 3066.JPG,Potato___Late_blight/e6d7f5aa-d176-4e43-9e0c-afc2901442f6___RS_LB 3066.JPG,,256,256,False,0.3957977294921875,1,0.3957977294921875,0.4929725863202258,0.11010447588573191,0.058406260842746444,3,47.651580810546875,0.17423037098770108,7.149099853771399,0.6849534551490256,0.3150465448509744,0.0,0.23275161727094928,0.4929725863202258,0.1828685487807871,0.4533509862331625,0.614925401904468,0.09459501137283627,1.0989494323730469
